height,back_shoulder_width,arm_length_right,arm_length_left,first_lumbar_high,inseam_height,neck,shoulder_2_right,shoulder_2_left,bust_1,bust_top,waist_maximum,waist_minimum,hip_1,hip_2,hip_3,hip_4,hip_5,upper_arm_right,upper_arm_left,thigh_right,thigh_left,calf_right,calf_left,ankle_circumference_right,ankle_circumference_left,wrist_circumference_right,wrist_circumference_left
1736,429,515,573,1065,781,335,165,156,799,783,708,652,754,807,854,894,914,257,217,485,514,302,310,189,200,180,223
