height,back_shoulder_width,arm_length_right,arm_length_left,first_lumbar_high,inseam_height,neck,shoulder_2_right,shoulder_2_left,bust_1,bust_top,waist_maximum,waist_minimum,hip_1,hip_2,hip_3,hip_4,hip_5,upper_arm_right,upper_arm_left,thigh_right,thigh_left,calf_right,calf_left,ankle_circumference_right,ankle_circumference_left,wrist_circumference_right,wrist_circumference_left
1736,510,594,620,1065,781,604,166,186,1119,1108,1151,1113,1177,1195,1165,1086,628,362,342,540,521,421,395,168,163,196,159
